handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PRESTIGE EDGE,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PODELE,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,PRESTIGE EDGE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,179.0,true,,,InStock,0.06,,,,K100,,,PODELE,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PODELE,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,MARMURĂ WET,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,PODELE,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,89.0,true,,,InStock,0.012,,,,K100,,,DRY,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,280.0,true,,,InStock,0.17,,,,K100,,,PRESTIGE EDGE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,WET,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K100,,,PREMIUM EDGE,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K100,,,MARMURĂ DRY,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,59.5,true,,,InStock,0.016,,,,K100,,,MARMURĂ DRY,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,PRESTIGE EDGE,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,MARMURĂ DRY,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,WET,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,125.0,true,,,InStock,0.031,,,,K100,,,OMNIST,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PREMIUM EDGE,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,MARMURĂ DRY,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,WET,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,OMNIST,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,MARMURĂ DRY,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PODELE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,OMNIST,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,59.5,true,,,InStock,0.03,,,,K100,,,MARMURĂ WET,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PRESTIGE EDGE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,238.0,true,,,InStock,0.07,,,,K125,,,PODELE,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,DRY,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K100,,,PREMIUM EDGE,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,179.0,true,,,InStock,0.06,,,,K100,,,PODELE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,339.0,true,,,InStock,0.3,,,,K125,,,PREMIUM EDGE,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,WET,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,119.0,true,,,InStock,0.06,,,,K80,,,PODELE,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,MARMURĂ DRY,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,DRY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,DRY,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,DRY,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,DRY,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,339.0,true,,,InStock,0.153,,,,K100,,,PRESTIGE EDGE,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,MARMURĂ WET,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,80.0,true,,,InStock,0.015,,,,K100,,,DRY,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,119.0,true,,,InStock,0.06,,,,K80,,,PODELE,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,PRESTIGE EDGE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PRESTIGE EDGE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,59.5,true,,,InStock,0.016,,,,K100,,,MARMURĂ DRY,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,MARMURĂ DRY,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,WET,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,179.0,true,,,InStock,0.06,,,,K100,,,PODELE,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,PODELE,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,238.0,true,,,InStock,0.07,,,,K125,,,PODELE,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K100,,,PODELE,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,OMNIST,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,WET,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,MARMURĂ WET,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,65.0,true,,,InStock,0.04,,,,K100,,,WET,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,339.0,true,,,InStock,0.3,,,,K125,,,PREMIUM EDGE,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PODELE,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,PRESTIGE EDGE,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,PRESTIGE EDGE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,65.5,true,,,InStock,0.041,,,,K100,,,WET,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K100,,,MARMURĂ DRY,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,PREMIUM EDGE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,125.0,true,,,InStock,0.031,,,,K100,,,OMNIST,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,WET,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,393.0,true,,,InStock,0.3,,,,K125,,,PREMIUM EDGE,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,OMNIST,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PREMIUM EDGE,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PRESTIGE EDGE,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,MARMURĂ WET,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,DRY,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,OMNIST,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,WET,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,MARMURĂ DRY,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,WET,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,339.0,true,,,InStock,0.3,,,,K125,,,PREMIUM EDGE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,WET,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,WET,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,MARMURĂ DRY,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,OMNIST,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,WET,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,PODELE,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,MARMURĂ WET,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,238.0,true,,,InStock,0.07,,,,K125,,,PODELE,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,OMNIST,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,DRY,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,WET,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,DRY,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,80.0,true,,,InStock,0.015,,,,K100,,,DRY,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,PRESTIGE EDGE,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,280.0,true,,,InStock,0.17,,,,K100,,,PRESTIGE EDGE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,238.0,true,,,InStock,0.07,,,,K125,,,PODELE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K100,,,PREMIUM EDGE,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,OMNIST,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,MARMURĂ DRY,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,DRY,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K150,,,MARMURĂ DRY,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,PRESTIGE EDGE,,,BUFF WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,DRY,,,BUFF BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,125.0,true,,,InStock,0.031,,,,K100,,,OMNIST,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K125,,,DRY,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f0af031-9ab4-33c4-0814-31249ec26cdd,Variant,,,,,,,,,false,,,InStock,,,,,K80,,,PRESTIGE EDGE,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c7a50819-1852-d501-d2dc-123f22e15e21,Product,ÎNTĂRITOR MASTIC,,db3b5a_41390d69617f4eebb44b24f6a065fc5e~mv2.jpg;db3b5a_261a183c10f94fb7a1c992f939ab2d77~mv2.jpg;db3b5a_2761be6763bd4ffcacc7cd5b49843e76~mv2.jpg,MASTICI TENAX,,,0.0,,true,PERCENT,0.0,InStock,,,MĂRIME,DROP_DOWN,MIC;MEDIU;MARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c7a50819-1852-d501-d2dc-123f22e15e21,Variant,,,,,,,,90.0,true,,,InStock,1.0,,,,MARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c7a50819-1852-d501-d2dc-123f22e15e21,Variant,,,,,,,,10.0,true,,,InStock,0.06,,,,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c7a50819-1852-d501-d2dc-123f22e15e21,Variant,,,,,,,,50.0,true,,,InStock,0.23,,,,MEDIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7052600-c33c-b5dc-d17e-878bcddaeb1f,Product,SET PIGMENȚI,<p><strong>SET- 6 CULORI</strong></p>,db3b5a_2117b29110bf48f0a4776f4272ba89dc~mv2.png,MASTICI TENAX,,PROMO 30%,296.0,,true,PERCENT,0.0,InStock,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_642999f4-1f57-b9a9-746e-a40f75cfef96,Product,GRAVITY SOLID EXTRA CLEAR,"<p><strong>ÎNTĂRITORUL ESTE INCLUS.</strong></p><p><strong>1 LITRU</strong></p><p>&nbsp;</p><p>PENTRU-&nbsp;Ceramică, Piatra naturală, Cuarț</p><p>&nbsp;</p><p>Adeziv extra puternic și ultra rapid, caracterizat prin rezistență la îngheț și căldură și o stabilitate excelentă a culorii. Multimaterial, este ideal pentru lipirea și laminarea vizibilă.</p><p>&nbsp;</p><p>Raport de amestecare: 100+1/3</p><p>Timp de gelificare în vrac (25 °C): 3,30-4,30 min</p><p>Timp de uscare în strat subțire (25 °C): 20-35 min</p><p>Timp de lucru (25 °C): 25-40 min</p>",db3b5a_8f7833f1059345a69204ab90238fd9c0~mv2.jpg,MASTICI TENAX,,PROMO 30%,214.0,,true,PERCENT,0.0,InStock,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_10e36de4-2316-a4ae-d5a1-0fd4f072e93b,Product,STRONGEDGE 45 EPOXY SOLID TRANSPARENT,"<p><strong>ÎNTĂRITORUL ESTE INCLUS.</strong></p><p>&nbsp;</p><p><strong>SET A + B&nbsp;</strong></p><p><strong>A= 1 LITRU</strong></p><p><strong>B= 1 LITRU</strong></p><p>&nbsp;</p><p>PENTRU-&nbsp;Ceramică, Piatra naturală, Cuarț</p><p>&nbsp;</p><p>MASTIC EPOXIDIC TRANSPARENT SOLID<br>Mastic epoxidic transparent solid cu performanțe ridicate în ceea ce privește lipirea și întărirea rapidă. Este soluția specifică pentru lipirea rapidă expusă și este deosebit de potrivit pentru lipirea la 45°.</p><p>&nbsp;</p><p>Raport de amestecare: 100+50</p><p>Timp de gelificare în vrac (25 °C): 8-13 min</p><p>Timp de uscare la atingere în strat subțire (25 °C): 60 min</p><p>&nbsp;</p>",db3b5a_3dc3dc848eb34443bec327c575e5c5e8~mv2.jpg,MASTICI TENAX,,PROMO 30%,264.0,,true,PERCENT,0.0,InStock,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_948eb8e6-63df-04a7-08b5-ff1a554bfef7,Product,RIVO EPOXY SOLID,"<p><strong>ÎNTĂRITORUL ESTE INCLUS.</strong></p><p><strong>SET A + B&nbsp;</strong></p><p><strong>A= 1 LITRU</strong></p><p><strong>B= 1 LITRU</strong></p><p>&nbsp;</p><p>PENTRU-&nbsp;Ceramică, Piatra naturală, Cuarț</p><p>&nbsp;</p><p>MASTIC EPOXIDIC SOLID<br>Mastic solid foarte puternic și cu întărire rapidă. Rezistența la aderență și întărirea rapidă îl fac ideal pentru lipirea și îmbinarea sigură și durabilă. De asemenea, este ideal pentru lipirea mixtă.</p><p>&nbsp;</p><p>Raport de amestecare: 100+100</p><p>Timp de gelificare în vrac (25 °C): 15-20 min.</p><p>Timp de uscare la atingere în strat subțire (25 °C): 2 ore</p>",db3b5a_af804cbcc4cf44bdb21e874472b8979f~mv2.jpg,MASTICI TENAX,,PROMO 30%,264.0,,true,PERCENT,0.0,InStock,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_878094cf-5ab4-66f7-072e-14ef9fba78aa,Product,FIXTOP EPOXY SOLID,"<p><strong>ÎNTĂRITORUL ESTE INCLUS.</strong></p><p><strong>SET A + B&nbsp;</strong></p><p><font face=""HelveticaNeueW01-65Medi, HelveticaNeueW02-65Medi, HelveticaNeueW10-65Medi, sans-serif""><b>A= 1 LITRU</b></font></p><p><font face=""HelveticaNeueW01-65Medi, HelveticaNeueW02-65Medi, HelveticaNeueW10-65Medi, sans-serif""><b>B= 1 LITRU</b></font></p><p>&nbsp;</p><p>PENTRU-&nbsp;Ceramică, Piatra naturală, Cuarț</p><p>&nbsp;</p><p>MASTIC EPOXIDIC SOLID<br>Mastic solid extrem de rezistent și cu întărire rapidă. Rezistența la aderență și rezistența mecanică ridicată îl fac ideal pentru lipirea și cuplarea sigură și durabilă. Potrivit și pentru lipirea mixtă.</p><p>&nbsp;</p><p>Raport de amestecare: 100+100&nbsp;<br>Timp de gelificare în masă (25 °C): 30-40 min &nbsp;</p><p>Timp de uscare la atingere în strat subțire (25 °C): 2h30min &nbsp;</p>",db3b5a_6a3dfa998b214841bad2b38da38d6606~mv2.jpg,MASTICI TENAX,,PROMO 30%,214.0,,true,PERCENT,0.0,InStock,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
